Unnamed: 0,Retail,Name,Category,Img,Link,Price,Quantity,Unit,Date of update,Mapped Category
526,Rema1000,LE BRIE GOURMET,SPECIALOST,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/451522/image/1618576794/170.jpg,https://shop.rema1000.dk/ost-mv,29.95,200.0,GR.,2025-04-18,MEJERI
527,Rema1000,GEDERULLE,SPECIALOST,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/451985/image/1618576802/170.jpg,https://shop.rema1000.dk/ost-mv,24.95,180.0,GR.,2025-04-18,MEJERI
528,Rema1000,PISKEFLØDE 36% FEDT,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21927/image/1710669785/170.jpg,https://shop.rema1000.dk/mejeri,28.95,500.0,ML.,2025-04-18,MEJERI
529,Rema1000,PISKEFLØDE 36%,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21863/image/1710670770/170.jpg,https://shop.rema1000.dk/mejeri,15.75,0.25,LTR.,2025-04-18,MEJERI
530,Rema1000,FLØDEALTERNATIV,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21896/image/1618232655/170.jpg,https://shop.rema1000.dk/mejeri,8.95,250.0,ML.,2025-04-18,MEJERI
531,Rema1000,PISKEFLØDE 36%,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21810/image/1667557614/170.jpg,https://shop.rema1000.dk/mejeri,16.5,250.0,ML.,2025-04-18,MEJERI
532,Rema1000,MADLAVNINGSFLØDE 8%,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21878/image/1702904491/170.jpg,https://shop.rema1000.dk/mejeri,14.25,250.0,ML.,2025-04-18,MEJERI
533,Rema1000,KAFFEFLØDE 10%,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21901/image/1677490245/170.jpg,https://shop.rema1000.dk/mejeri,8.95,250.0,ML.,2025-04-18,MEJERI
534,Rema1000,PISKEFLØDE 38%,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20131/image/1742563027/170.jpg,https://shop.rema1000.dk/mejeri,20.95,330.0,ML.,2025-04-18,MEJERI
535,Rema1000,PISKEFLØDE 38%,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21659/image/1676977711/170.jpg,https://shop.rema1000.dk/mejeri,29.95,0.5,LTR.,2025-04-18,MEJERI
536,Rema1000,CREMEFINE 15%,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21895/image/1666280180/170.jpg,https://shop.rema1000.dk/mejeri,15.95,250.0,ML.,2025-04-18,MEJERI
537,Rema1000,FLØDESKUM PÅ DÅSE,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21816/image/1618232650/170.jpg,https://shop.rema1000.dk/mejeri,24.95,250.0,GR.,2025-04-18,MEJERI
538,Rema1000,MADLAVNINGSFLØDE 15%,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21879/image/1702904552/170.jpg,https://shop.rema1000.dk/mejeri,24.95,0.5,LTR.,2025-04-18,MEJERI
539,Rema1000,MADFLØDE 13%,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20152/image/1676632418/170.jpg,https://shop.rema1000.dk/mejeri,15.95,300.0,ML.,2025-04-18,MEJERI
540,Rema1000,MADLAVNINGSFLØDE 8%,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21880/image/1742386780/170.jpg,https://shop.rema1000.dk/mejeri,17.5,330.0,ML.,2025-04-18,MEJERI
541,Rema1000,CREMEFINE 7%,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21894/image/1666280148/170.jpg,https://shop.rema1000.dk/mejeri,15.95,250.0,ML.,2025-04-18,MEJERI
542,Rema1000,PISKBAR,FLØDE M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20154/image/1729167550/170.jpg,https://shop.rema1000.dk/mejeri,14.35,250.0,ML.,2025-04-18,MEJERI
543,Rema1000,GÆR,GÆR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24155/image/1618232694/170.jpg,https://shop.rema1000.dk/mejeri,1.5,50.0,GR.,2025-04-18,ANDET
544,Rema1000,TØR GÆR,GÆR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24150/image/1618232694/170.jpg,https://shop.rema1000.dk/mejeri,2.5,11.8,GR.,2025-04-18,ANDET
545,Rema1000,GÆR,GÆR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24156/image/1719834372/170.jpg,https://shop.rema1000.dk/mejeri,5.75,50.0,GR.,2025-04-18,ANDET
546,Rema1000,KAKAO SKUMMETMÆLK,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24655/image/1631000482/170.jpg,https://shop.rema1000.dk/mejeri,14.95,1.0,LTR.,2025-04-18,DRIKKEVARER
547,Rema1000,KAKAOMÆLK,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11240/image/1650634906/170.jpg,https://shop.rema1000.dk/mejeri,3.75,20.0,CL.,2025-04-18,DRIKKEVARER
548,Rema1000,APPELSIN JUICE,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23930/image/1633519718/170.jpg,https://shop.rema1000.dk/mejeri,15.0,1.0,LTR.,2025-04-18,DRIKKEVARER
549,Rema1000,PROTEIN CHOCO,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20233/image/1655809322/170.jpg,https://shop.rema1000.dk/mejeri,17.95,500.0,GR.,2025-04-18,DRIKKEVARER
550,Rema1000,JORDBÆR YOGHURT,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23982/image/1738076787/170.jpg,https://shop.rema1000.dk/mejeri,16.25,500.0,ML.,2025-04-18,DRIKKEVARER
551,Rema1000,BLÅBÆR YOGHURT,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23987/image/1738080175/170.jpg,https://shop.rema1000.dk/mejeri,16.25,500.0,ML.,2025-04-18,DRIKKEVARER
552,Rema1000,ÆBLE JUICE,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23931/image/1633519747/170.jpg,https://shop.rema1000.dk/mejeri,15.0,1.0,LTR.,2025-04-18,DRIKKEVARER
553,Rema1000,PROTEIN DRIKKEYOGHURT,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23986/image/1738080156/170.jpg,https://shop.rema1000.dk/mejeri,16.25,500.0,ML.,2025-04-18,DRIKKEVARER
554,Rema1000,LATTE MACCHIATO,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24802/image/1654001322/170.jpg,https://shop.rema1000.dk/mejeri,6.95,200.0,ML.,2025-04-18,DRIKKEVARER
555,Rema1000,MATILDE KAKAO,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24713/image/1724938112/170.jpg,https://shop.rema1000.dk/mejeri,21.5,1.0,LTR.,2025-04-18,DRIKKEVARER
556,Rema1000,PROTEIN DRIK,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20364/image/1717514366/170.jpg,https://shop.rema1000.dk/mejeri,17.95,500.0,GR.,2025-04-18,DRIKKEVARER
557,Rema1000,MULTIFRUGT JUICE,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23935/image/1633519814/170.jpg,https://shop.rema1000.dk/mejeri,15.0,1.0,LTR.,2025-04-18,DRIKKEVARER
558,Rema1000,ACTIMEL,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24001/image/1729167571/170.jpg,https://shop.rema1000.dk/mejeri,21.95,400.0,GR.,2025-04-18,DRIKKEVARER
559,Rema1000,CAFFE LATTE,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24801/image/1654001286/170.jpg,https://shop.rema1000.dk/mejeri,6.95,200.0,ML.,2025-04-18,DRIKKEVARER
560,Rema1000,KAKAOMÆLK,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11500/image/1677160902/170.jpg,https://shop.rema1000.dk/mejeri,12.0,50.0,CL.,2025-04-18,DRIKKEVARER
561,Rema1000,ÆBLE & BLÅBÆR JUICE,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23933/image/1633519779/170.jpg,https://shop.rema1000.dk/mejeri,15.0,1.0,LTR.,2025-04-18,DRIKKEVARER
562,Rema1000,APPELSIN JUICE,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20068/image/1743683609/170.jpg,https://shop.rema1000.dk/mejeri,20.0,900.0,ML.,2025-04-18,DRIKKEVARER
563,Rema1000,KIDS SMOOTHIE,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20355/image/1743683656/170.jpg,https://shop.rema1000.dk/mejeri,20.0,600.0,ML.,2025-04-18,DRIKKEVARER
564,Rema1000,ARLA KAKAO,"JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11002/image/1665039029/170.jpg,https://shop.rema1000.dk/mejeri,18.5,1.0,LTR.,2025-04-18,DRIKKEVARER
565,Rema1000,"KAKAOMÆLK 0,5%","JUICE, KAKAO, DRIKKEYOGHURT M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24740/image/1738076857/170.jpg,https://shop.rema1000.dk/mejeri,19.95,1.0,LTR.,2025-04-18,DRIKKEVARER
566,Rema1000,KOLDSKÅL,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26094/image/1665038658/170.jpg,https://shop.rema1000.dk/mejeri,24.95,1.0,LTR.,2025-04-18,KOLDSKÅL
567,Rema1000,KOLDSKÅL,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26080/image/1737365125/170.jpg,https://shop.rema1000.dk/mejeri,24.95,1.0,LTR.,2025-04-18,KOLDSKÅL
568,Rema1000,KOLDSKÅL MED CITRON,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26000/image/1667556796/170.jpg,https://shop.rema1000.dk/mejeri,18.95,1.0,LTR.,2025-04-18,KOLDSKÅL
569,Rema1000,KLØVER KOLDSKÅL,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26066/image/1677251109/170.jpg,https://shop.rema1000.dk/mejeri,19.95,1.0,LTR.,2025-04-18,KOLDSKÅL
570,Rema1000,KOLDSKÅL,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26067/image/1707740929/170.jpg,https://shop.rema1000.dk/mejeri,11.95,224.0,GR.,2025-04-18,KOLDSKÅL
571,Rema1000,KOLDSKÅL A38 OG ÆG,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26078/image/1682081867/170.jpg,https://shop.rema1000.dk/mejeri,24.95,1.0,LTR.,2025-04-18,KOLDSKÅL
572,Rema1000,KOLDSKÅL,KOLDSKÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26065/image/1677250954/170.jpg,https://shop.rema1000.dk/mejeri,24.95,1.0,LTR.,2025-04-18,KOLDSKÅL
573,Rema1000,"MINIMÆLK 0,4% FEDT",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21464/image/1714060705/170.jpg,https://shop.rema1000.dk/mejeri,11.95,1.0,LTR.,2025-04-18,MEJERI
574,Rema1000,"LETMÆLK 1,5% FEDT",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20494/image/1714060668/170.jpg,https://shop.rema1000.dk/mejeri,12.5,1.0,LTR.,2025-04-18,MEJERI
575,Rema1000,"SØDMÆLK 3,5%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20100/image/1686129707/170.jpg,https://shop.rema1000.dk/mejeri,14.95,1.0,LTR.,2025-04-18,MEJERI
576,Rema1000,SKUMMETMÆLK,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21096/image/1714060743/170.jpg,https://shop.rema1000.dk/mejeri,11.5,1.0,LTR.,2025-04-18,MEJERI
577,Rema1000,"MINIMÆLK 0,4%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21497/image/1718021967/170.jpg,https://shop.rema1000.dk/mejeri,13.75,1.0,LTR.,2025-04-18,MEJERI
578,Rema1000,"MINIMÆLK 0,4%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21476/image/1664367154/170.jpg,https://shop.rema1000.dk/mejeri,16.25,1.0,LTR.,2025-04-18,MEJERI
579,Rema1000,"LETMÆLK 1,5%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20500/image/1686129856/170.jpg,https://shop.rema1000.dk/mejeri,14.75,1.0,LTR.,2025-04-18,MEJERI
580,Rema1000,"LETMÆLK 1,5%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21499/image/1718025568/170.jpg,https://shop.rema1000.dk/mejeri,14.95,1.0,LTR.,2025-04-18,MEJERI
581,Rema1000,"SKUMMETMÆLK 0,1%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21513/image/1718025569/170.jpg,https://shop.rema1000.dk/mejeri,13.75,1.0,LTR.,2025-04-18,MEJERI
582,Rema1000,"MINIMÆLK 0,4%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21480/image/1686129785/170.jpg,https://shop.rema1000.dk/mejeri,13.75,1.0,LTR.,2025-04-18,MEJERI
583,Rema1000,"LETMÆLK 1,5%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21474/image/1658498463/170.jpg,https://shop.rema1000.dk/mejeri,17.5,1.0,LTR.,2025-04-18,MEJERI
584,Rema1000,"SØDMÆLK 3,5%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20129/image/1738075788/170.jpg,https://shop.rema1000.dk/mejeri,16.75,1.0,LTR.,2025-04-18,MEJERI
585,Rema1000,"SØDMÆLK 3,5%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21479/image/1658498506/170.jpg,https://shop.rema1000.dk/mejeri,18.95,1.0,LTR.,2025-04-18,MEJERI
586,Rema1000,"LETMÆLK 1,5%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20025/image/1738075717/170.jpg,https://shop.rema1000.dk/mejeri,15.5,1.0,LTR.,2025-04-18,MEJERI
587,Rema1000,"KÆRNEMÆLK 0,3%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21200/image/1633010975/170.jpg,https://shop.rema1000.dk/mejeri,13.75,1.0,LTR.,2025-04-18,MEJERI
588,Rema1000,LETMÆLK,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20758/image/1665038726/170.jpg,https://shop.rema1000.dk/mejeri,3.95,250.0,ML.,2025-04-18,MEJERI
589,Rema1000,"MINIMÆLK 0,4%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20020/image/1738075678/170.jpg,https://shop.rema1000.dk/mejeri,14.75,1.0,LTR.,2025-04-18,MEJERI
590,Rema1000,"SØDMÆLK 3,5%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20302/image/1641377940/170.jpg,https://shop.rema1000.dk/mejeri,8.25,0.5,LTR.,2025-04-18,MEJERI
591,Rema1000,MINIMÆLK,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21488/image/1665038773/170.jpg,https://shop.rema1000.dk/mejeri,4.25,250.0,ML.,2025-04-18,MEJERI
592,Rema1000,"SØDMÆLK 3,5%",MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21510/image/1718025568/170.jpg,https://shop.rema1000.dk/mejeri,16.5,1.0,LTR.,2025-04-18,MEJERI
593,Rema1000,RISDESSERT,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24271/image/1658139586/170.jpg,https://shop.rema1000.dk/mejeri,7.5,175.0,GR.,2025-04-18,MEJERI
594,Rema1000,CHOKO DESSERT,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26515/image/1618232716/170.jpg,https://shop.rema1000.dk/mejeri,5.95,115.0,GR.,2025-04-18,MEJERI
595,Rema1000,CITRON FROMAGE,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24227/image/1654001045/170.jpg,https://shop.rema1000.dk/mejeri,7.95,100.0,GR.,2025-04-18,MEJERI
596,Rema1000,MÆLKESNITTE,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26889/image/1719415567/170.jpg,https://shop.rema1000.dk/mejeri,3.95,28.0,GR.,2025-04-18,MEJERI
597,Rema1000,MÆLKESNITTE,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26888/image/1719415592/170.jpg,https://shop.rema1000.dk/mejeri,5.0,30.0,GR.,2025-04-18,MEJERI
598,Rema1000,TIRAMISÙ,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26518/image/1618232716/170.jpg,https://shop.rema1000.dk/mejeri,13.95,180.0,GR.,2025-04-18,MEJERI
599,Rema1000,KINDER,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26991/image/1728386510/170.jpg,https://shop.rema1000.dk/mejeri,24.95,140.0,GR.,2025-04-18,MEJERI
600,Rema1000,PROTEIN BUDDING,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24170/image/1676039580/170.jpg,https://shop.rema1000.dk/mejeri,14.95,200.0,GR.,2025-04-18,MEJERI
601,Rema1000,VANILJESAUCE,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26815/image/1683707599/170.jpg,https://shop.rema1000.dk/mejeri,16.95,0.5,LTR.,2025-04-18,MEJERI
602,Rema1000,PROTEIN MOUSSE,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24172/image/1739355842/170.jpg,https://shop.rema1000.dk/mejeri,14.95,200.0,GR.,2025-04-18,MEJERI
603,Rema1000,LURPAK SMØRBAR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25506/image/1618232707/170.jpg,https://shop.rema1000.dk/mejeri,10.0,200.0,GR.,2025-04-18,MEJERI
604,Rema1000,LURPAK SMØR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25511/image/1618232708/170.jpg,https://shop.rema1000.dk/mejeri,10.0,200.0,GR.,2025-04-18,MEJERI
605,Rema1000,KÆRGÅRDEN SMØRBAR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25847/image/1667556267/170.jpg,https://shop.rema1000.dk/mejeri,27.95,200.0,GR.,2025-04-18,MEJERI
606,Rema1000,NEM & SMØRBAR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25750/image/1715864587/170.jpg,https://shop.rema1000.dk/mejeri,16.5,200.0,GR.,2025-04-18,MEJERI
607,Rema1000,SMØR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25751/image/1742563281/170.jpg,https://shop.rema1000.dk/mejeri,21.95,200.0,GR.,2025-04-18,MEJERI
608,Rema1000,LURPAK PLANTEBASERET,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25516/image/1719312342/170.jpg,https://shop.rema1000.dk/mejeri,10.0,200.0,GR.,2025-04-18,MEJERI
609,Rema1000,BAKKEDAL,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25739/image/1661162344/170.jpg,https://shop.rema1000.dk/mejeri,22.95,200.0,GR.,2025-04-18,MEJERI
610,Rema1000,SMØR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21649/image/1718023089/170.jpg,https://shop.rema1000.dk/mejeri,28.95,200.0,GR.,2025-04-18,MEJERI
611,Rema1000,KÆRGÅRDEN SMØRBAR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25845/image/1667556292/170.jpg,https://shop.rema1000.dk/mejeri,27.95,200.0,GR.,2025-04-18,MEJERI
612,Rema1000,SMØRBAR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25736/image/1727686373/170.jpg,https://shop.rema1000.dk/mejeri,18.95,200.0,GR.,2025-04-18,MEJERI
613,Rema1000,BECEL SMØRBAR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/232111/image/1693228940/170.jpg,https://shop.rema1000.dk/mejeri,18.95,250.0,GR.,2025-04-18,MEJERI
614,Rema1000,KÆRGÅRDEN SMØRBAR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25830/image/1713950597/170.jpg,https://shop.rema1000.dk/mejeri,20.95,125.0,GR.,2025-04-18,MEJERI
615,Rema1000,KÆRGÅRDEN SMØRBAR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21646/image/1667556324/170.jpg,https://shop.rema1000.dk/mejeri,30.95,200.0,GR.,2025-04-18,MEJERI
616,Rema1000,SMØRBAR BLOK,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20062/image/1719418765/170.jpg,https://shop.rema1000.dk/mejeri,18.95,200.0,GR.,2025-04-18,MEJERI
617,Rema1000,LURPAK SMØR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25601/image/1621503274/170.jpg,https://shop.rema1000.dk/mejeri,31.95,200.0,GR.,2025-04-18,MEJERI
618,Rema1000,ARLA SMØR,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25748/image/1666183277/170.jpg,https://shop.rema1000.dk/mejeri,34.95,250.0,GR.,2025-04-18,MEJERI
619,Rema1000,SVINEFEDT,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/232125/image/1618570610/170.jpg,https://shop.rema1000.dk/mejeri,24.95,500.0,GR.,2025-04-18,MEJERI
620,Rema1000,CREME FRAICHE 18%,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23420/image/1686733354/170.jpg,https://shop.rema1000.dk/mejeri,15.0,500.0,GR.,2025-04-18,SYRNEDE PRODUKTER
621,Rema1000,FRAICHE 9%,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21930/image/1687170618/170.jpg,https://shop.rema1000.dk/mejeri,15.0,500.0,GR.,2025-04-18,SYRNEDE PRODUKTER
622,Rema1000,CREMEFRAICHE 18%,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23418/image/1676978547/170.jpg,https://shop.rema1000.dk/mejeri,12.95,250.0,GR.,2025-04-18,SYRNEDE PRODUKTER
623,Rema1000,"A38 YMER 3,5%",SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22055/image/1718021970/170.jpg,https://shop.rema1000.dk/mejeri,22.95,1.0,KG.,2025-04-18,SYRNEDE PRODUKTER
624,Rema1000,"A38 NATUREL 0,4%",SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22006/image/1720609668/170.jpg,https://shop.rema1000.dk/mejeri,19.95,1.0,KG.,2025-04-18,SYRNEDE PRODUKTER
625,Rema1000,KEFIR NATUREL,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23815/image/1738076680/170.jpg,https://shop.rema1000.dk/mejeri,17.95,1.0,LTR.,2025-04-18,SYRNEDE PRODUKTER
626,Rema1000,SKYR NATUREL,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23400/image/1713176447/170.jpg,https://shop.rema1000.dk/mejeri,25.95,1000.0,GR.,2025-04-18,SYRNEDE PRODUKTER
627,Rema1000,TYKMÆLK,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22032/image/1618232661/170.jpg,https://shop.rema1000.dk/mejeri,16.95,1.0,KG.,2025-04-18,SYRNEDE PRODUKTER
628,Rema1000,FRAICHE 13%,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21937/image/1666183360/170.jpg,https://shop.rema1000.dk/mejeri,12.5,200.0,GR.,2025-04-18,SYRNEDE PRODUKTER
629,Rema1000,"A38 NATUREL 1,5%",SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22084/image/1720609708/170.jpg,https://shop.rema1000.dk/mejeri,19.95,1.0,KG.,2025-04-18,SYRNEDE PRODUKTER
630,Rema1000,FRAICHE 9%,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20369/image/1739194435/170.jpg,https://shop.rema1000.dk/mejeri,14.5,190.0,GR.,2025-04-18,SYRNEDE PRODUKTER
631,Rema1000,NATUREL,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23808/image/1731938297/170.jpg,https://shop.rema1000.dk/mejeri,12.5,450.0,GR.,2025-04-18,SYRNEDE PRODUKTER
632,Rema1000,JORBÆR,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23809/image/1731930169/170.jpg,https://shop.rema1000.dk/mejeri,13.25,450.0,GR.,2025-04-18,SYRNEDE PRODUKTER
633,Rema1000,SKYR NATUREL,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20387/image/1739873320/170.jpg,https://shop.rema1000.dk/mejeri,17.95,450.0,GR.,2025-04-18,SYRNEDE PRODUKTER
634,Rema1000,SKYR VANILJE,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20385/image/1739873247/170.jpg,https://shop.rema1000.dk/mejeri,19.95,450.0,GR.,2025-04-18,SYRNEDE PRODUKTER
