Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update
Coop,"Mokai, Shaker eller Smirnoff*",10,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F7c54a1b79b4c3c4e250ef634882b1ea9%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F74c7d1d4e59700a7c426f1c7ad5f0af9%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F9df99eee6c4e02c96db604a81224ee96%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ff4418eeff5084131baadaca1bf3f825c&w=252&s=7485f33019fed0283ab85ef1707382b8,,"27,5",cl,2025-04-18
Coop,KiMs XL nødder*,65,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F55e60c35835a9c56794f967d347b8e56&w=252&s=0bfdcec19d208e2580af21623548f281,,325-1000,g,2025-04-18
Coop,Blue Keld*,7,,https://image-transformer-api.tjek.com/?_id=v2.6&h=631&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fbb0d3c6caef5e87267abba5c5b722e06%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F85a8a7ffa2ed3af8bbe94bcca6b74b98%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc0f274f748271c29a75e0aea16c18fcf&w=552&s=b42a3d22fac2385c7ede3a7791b4eaec,,1,liter,2025-04-18
Coop,Red Bull*,10,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc8a466bbb8b3b88376828654ae7a56ec%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F0d7cd2e23111b5e1ad8c3c6597d90a0c%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1888cee0b44f0657b93f7b3a526e5fdb&w=552&s=cbd1d64024afdd93451dd5a4cf400ae1,,25,cl,2025-04-18
Coop,Naturig*,24,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F727fac7aa4d2cda30ad4029819ff517c%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F6dcd03cffa4d5dcb40148ba05b8177ac%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F6877ad63cc10a69f4fff0c126b053829&w=252&s=d45b681e9a0bf8ebad0b0dac6ffb262b,,,,2025-04-18
Coop,Faxe Kondi eller Pepsi*,79,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F44985357e807c0f77e7e6faf7b3c4581%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd3ee5642e5a929a6a446e0dec7734a01%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F2073575ea15695140f277313a5d676fd&w=252&s=539cfbbe38889f0b6205903de2d2c226,,20,x,2025-04-18
Coop,Coca-Cola 24-pak*,79,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F9890fb7db295e4865a7b53c37eccf26a%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ff67c9d4cc69e5bd58e42d000c6a97a11&w=1152&s=f0a0cc2f2802ed1e3afc557974179a5c,,24,x,2025-04-18
Coop,Mateus eller Sumo Man,39,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F71dd2d2fe83eea966d55bf901fef5193&w=552&s=7899de18ceb3585666dd04f7e07dc836,,75,cl,2025-04-18
Coop,Chester Falls eller Southbank,49,,https://image-transformer-api.tjek.com/?_id=v2.6&h=323&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd3d38a0bec5f4877bef57e3b33d8dcbe%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F12f8145c91a08455aca305bd0333dcd0&w=155&s=7cf9b80159e2b544b1d95db11848020c,,75,cl,2025-04-18
Coop,"Gallo Moscato, Pink Moscato eller Merlot",45,,https://image-transformer-api.tjek.com/?_id=v2.6&h=241&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F3f205d23f5c33f519937d629e8154f09%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F8491d3407f103a16d40dac353c91d6c9%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F766e8f3c623fc5ce79ac5b0e706f373c&w=252&s=41c279186643c09ba85e26fe0e8d02c9,,75,cl,2025-04-18
Coop,Falasco Ripasso eller Exhib' Rosé,59,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa6fa55ef617dc83366697f931ddd26c4%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Feaeef93870a5d062b54d78abbfe056e8&w=252&s=5cc29a6136eafcce2c95fd1a99406f7f,,75,cl,2025-04-18
Coop,Conde Pinel i boks,99,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fddc0c053fcc81fc92111dbf3cafaf89e%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F7dc8e93a501b90bbd7e1b0e9f8e43f0f%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fdca727d3b1baad5d5e1e3df3569eef28&w=252&s=863c9fc6f426310b7646cd0a937b5ec8,,3,liter,2025-04-18
Coop,"Smirnoff Vodka, Captain Morgan, Grant's Whisky eller Gordon's Gin",99,,https://image-transformer-api.tjek.com/?_id=v2.6&h=241&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffc888a052e41e7ba1254d7db2abb92c0%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F66b23be6ccf28c6ba4268cb03f202171%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F688dbba8deba15868f8be11688004a54%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F01367f8fcae1d43411698e0dbf0b966e&w=252&s=fdefea590b8e75d6452177e59d8639c7,,70,cl,2025-04-18
Coop,Irma frugttærter*,42,,https://image-transformer-api.tjek.com/?_id=v2&h=631&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F2dfacc883bd144d7e42937d2ffbc5891&w=552&s=ed48ae7fe4c5b360e74fdb4e094da90e,,420-430,g,2025-04-18
Coop,Irma økologiske chokoladeplader*,22,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F185736fa5e75290c77af20cb596531da%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F45d643d2417208ba8417bf530993a2e6%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F82db162f0fec2deaf1bb8d593ae02d40&w=552&s=9a48252aeb02f56a6503ee5b2a11e452,,100,g,2025-04-18
Coop,Irma marcipanbrød*,10,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F56e357bf75a2c5e914ffcc323025b05b&w=252&s=87f95d34621429c57c5d78efb2d86845,,35,g,2025-04-18
Coop,Irma blå eller Irma Grøn økologisk formalet kaffe*,55,,https://image-transformer-api.tjek.com/?_id=v2.6&h=241&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc767b1c3b357ca32de964899962bbee7%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Febe8daf54e8994cb687fac5766059a58&w=252&s=9d40f50c6ec0790ed6edd87b9e040738,,500,g,2025-04-18
Coop,Irmas tørsaltet bacon*,45,,https://image-transformer-api.tjek.com/?_id=v2&h=631&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F3fa9f0db42556f751f2544897bf14706&w=552&s=f6388a041735b1515f7ccfc629e6c510,,300,g,2025-04-18
Coop,Irmas hjortepaté*,12,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F75ec2e651046b7e1e80cd06300a6de1b&w=552&s=0619806d270f32fd6e9c73a41ba58c18,,100,g,2025-04-18
Coop,Irmas remoulade eller mayonnaise i pose*,15,,https://image-transformer-api.tjek.com/?_id=v2.6&h=241&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fce52e47bb6de1fdd5c768f68d83671d9%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F457fafde0654f163043b9aa1fb2b184f&w=252&s=937f29f696e3002b7a52728351ffe272,,200-250,g,2025-04-18
Coop,Irma islandsk flagesalt,28,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa160b108db5795404f3f9037e10cf12d&w=252&s=f35f5277d65a8aa72b9d20d5844735ea,,250,g,2025-04-18
Coop,Irma gourmetsaltet flæskesteg,40,,https://image-transformer-api.tjek.com/?_id=v2&h=323&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F539f19360791d3457e5aa19c90ffa674&w=216&s=0ed67acb0a1cb76021309f5b53b6eaf8,,,,2025-04-18
Coop,Irma knækbrød*,20,,https://image-transformer-api.tjek.com/?_id=v2.6&h=631&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F7b97cbebe53494021acc54b8a1363776%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F04ad8c8e1b2a09f53cc9e8d8a729d6bd&w=552&s=206d7669c007636341ec903a9b533f51,,190-220,g,2025-04-18
Coop,Irma Genovese pesto*,35,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F05fc8d934e8d573d3df20dba1ff356ca&w=552&s=fedc745dccfa4494201cbb3953fdfe3d,,140,g,2025-04-18
Coop,Irmas varmrøget laks*,38,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F328b8ab11a5bae3bc8fa92cad3068068%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fdade4378dc1893b804ae2b33fded8541&w=252&s=218c41700c9c319b5821ba7fbd1df8a6,,125,g,2025-04-18
Coop,Irma vannamei rejer*,35,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe5b6995953640c46b05a8c131c67e6aa&w=252&s=ce7270ed30a9a0297901d521ea8cd300,,170,g,2025-04-18
Coop,Irmas gammeldags modnede sild*,29,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F66aa87688b210b1772f2304de5f9891b%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa9311e295dab74ebe6b6cfd8c9576153%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F207c08ca9309565450226edcbee0eec6&w=1152&s=83a33fef5513f237edc6cf4d79ead1bb,,245-250,g,2025-04-18
Coop,Irmas økologiske Heiberg marmelade*,25,,https://image-transformer-api.tjek.com/?_id=v2.6&h=631&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc9a06a825aaa459f538bef97cf73b935%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F906b07f28ce51ebabb6c3e726f0829ed%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F0b15780625c8fc548b01b6ff8ac71e6b&w=552&s=975c9e0b7235e54d3e75c782c1fadf3b,,240-250,g,2025-04-18
Coop,Irma økologisk pizza*,55,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1720d28f6041331121ff7d5ce3398525%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F862e9ce483bfe3f31b64e02a2a3056b3%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe1a4b99ac6ff2ecc645044d1b1dd52bb&w=552&s=773c1078f3226900983b101c3c142769,,400,g,2025-04-18
Coop,Irma økologisk ketchup,25,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F796496a8a42a7933315359838ee54e95&w=252&s=67334020141d708a3b1cb2ced19433ce,,340,g,2025-04-18
Coop,Irma økologisk rugbrødsblanding*,25,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F93fe200f9065086a83330c1aacab8144&w=252&s=bd441a977153d455d170c9862738e1e2,,540,g,2025-04-18
Coop,Mutti økologiske flåede tomater,10,,https://image-transformer-api.tjek.com/?_id=v2&h=631&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F54dc046e7bed34075eab566c6400a9f4&w=552&s=a9e80ae86a5992c42446a4e1020154ed,,400,g,2025-04-18
Coop,Thise økologisk vesterhavsost*,45,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe8c3d107221a0f8407b6d4ac28eaca84&w=552&s=27a3088daf46892ae19ac93053947f63,,225,g,2025-04-18
Coop,Thise økologisk skyr*,28,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F6f19b6114ee6b6cba594bf09cfac4f7b&w=252&s=b44ce563e81fbb3901291d3e6f5da146,,1,kg,2025-04-18
Coop,Urtekram økologisk tørret frugt*,22,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffe14a9b0896327f45350200a48cd6e7c%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Faad7968e51aa425c7676ac62d764c245&w=252&s=9c8335926585e1a3032f34af9fed2442,,110-325,g,2025-04-18
Coop,365 økologiske bær*,15,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa56267002a4d73708d37182fc80c02ec%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd607d5934ff43486e8ef7891b97c3281&w=1152&s=bf71fb92b8178563881a6f3b2d26e4d1,,200-250,g,2025-04-18
Coop,Hel kylling eller hakket kylling 7-10%,39,,https://image-transformer-api.tjek.com/?_id=v2&h=631&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F0fdd374161414cc3583e9832c7e878ea&w=552&s=69395ea7a51deadb6e81346005024d1b,,1000-1350,g,2025-04-18
Coop,Marineret lammeculotte,65,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fb346b53b2e7085d1215b6542bc9c7709&w=552&s=611fbf0d44f3c6399ae4df6355a808a0,,300-400,g,2025-04-18
Coop,Danske Egnsgårde kalve entrecote eller ribeye,45,,https://image-transformer-api.tjek.com/?_id=v2.6&h=241&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F464520e2f96774b2357bf9136c8d3e42%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffad10686541658b17b9c253af9b9191f&w=252&s=1051fe2ed75c252799617cf2ebf9b991,,200,g,2025-04-18
Coop,"Hakket oksekød, koteletter, kyllingebryst eller inderfilet",69,,https://image-transformer-api.tjek.com/?_id=v2&h=241&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fac4baaa0686a7790aa0e09eb8f7508fc&w=252&s=a8047f547999a3617a864a232f70440b,,800-1000,g,2025-04-18
Coop,"Glyngøre rødspætte-, lakse- eller torskefilet",45,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd720be20276a999df263cf91315d996d%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fca3c124ed6e1ab0a12d4eab6ec64403b%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5b02db94b091fdd47566cb3134ef3a4b&w=1152&s=28d930353b69145c0f80a641e8a27d11,,225-250,g,2025-04-18
Coop,Empanadas*,29,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F0aaa10c0ce02920e86078dd7162deef6%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe969bbeda637fe900e8b509ab45a8af6&w=552&s=8ede2a5add7d2b59959c31d1330d5413,,180,g,2025-04-18
Coop,Hønsekød i tern*,69,,https://image-transformer-api.tjek.com/?_id=v2&h=323&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F13121d236488d763a6ba032b9b994c75&w=228&s=251a18560ee8f0d956a2e0604a75642d,,1,kg,2025-04-18
Coop,Fiskepinde eller vildlaks*,20,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd5f71f5459c9e697e12d4c404bf56f1d%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F4d06934ca09e3a20ad784347dba8e892&w=252&s=0035eba7a37c03e0d4f9293f6c8b6650,,200-450,g,2025-04-18
Coop,"Jensens Køkken Bearnaise, Bacon Bearnaise eller Favoritsauce*",12,,https://image-transformer-api.tjek.com/?_id=v2.6&h=241&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fef52c966c153039913c7050f54411d0c%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fb9c1ac7616603e2efbf27eaae9e09b47%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F46fb3669374d9177836d2c26c526ab30&w=252&s=6f92acb1d220ceeda8be303f7ff7dfe4,,250,ml,2025-04-18
Coop,Blinis*,20,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fde553d3d2f449ce7ce1272d43f61d386&w=252&s=ca37f78ba374e399ebcfd15760d26afd,,135,g,2025-04-18
Coop,Naturens Køkken færdigretter*,30,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F2049003adbb41d55b5a3621639541fb7%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F314f6db5550df3e7b7faeacfa717c041%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa7b260bb5203f9277afde9568ff7d2eb&w=252&s=43c203f65585998717e8ed0642a278d4,,580,g,2025-04-18
Coop,Matilde kakao skummetmælk,12,,https://image-transformer-api.tjek.com/?_id=v2&h=323&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F314fe12db7ce650c4d2aafcaf361ce54&w=141&s=ab7c51f3b127c9281eec5a3a3cb2fb2a,,1,liter,2025-04-18
Coop,Yoggi yoghurt*,15,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fb46ea3bb1a1b2ef60c852b4c5dc1d965%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe3af5bcf4d0a9df09cf2f7a4240e853a%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F3480ceffcd988ae8e28eaf1bb830a2a0%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F86554444f5adde65991b33f82f01e85d&w=552&s=a84270ae2c0061da369e04aff1670028,,1,kg,2025-04-18
Coop,Coop creme fraiche eller Cheasy fraiche,16,,https://image-transformer-api.tjek.com/?_id=v2.6&h=241&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fb71c967cbe0a63b9885d083777247b00%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F17e272910f023f5e566135de775a3fdb%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F7038f3c7c6d22d1be245e2f2f149d57d&w=252&s=e4313b3c8773e3dcd0b5afa01a7eb18b,,500,g,2025-04-18
Coop,Puck ost*,29,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F589f66d2a24b684f13c58a677cc879c4&w=252&s=f0ef0176d8148ea7d6e1f353a972f599,,500,g,2025-04-18
Coop,Arla proteindrik,12,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F8d53b867b26f493a81761ebbad2e7ebc%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe704c01e8dc5a6a0ef4247c03bda1cb8%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F2af10055522a541a082d632e4d6dc70b&w=252&s=0d689668c7d268f24e8f7c170805b76b,,500,ml,2025-04-18
Coop,"Økologisk Godmorgen juice, nektar eller Valsølille lemonade*",25,,https://image-transformer-api.tjek.com/?_id=v2.6&h=241&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5b1f5fc0c752c2f0e90dad88c21ac482%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F77a39cc52d1006b2e81a526e5381378f%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe1473f0dbff940eee355adb7ecb7f9ab&w=252&s=3cc37d4a792df7484a9e79d602bcb09d,,850,ml,2025-04-18
Coop,Valsemøllen dansk hvedemel*,12,,https://image-transformer-api.tjek.com/?_id=v2&h=323&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F8e68f2ae2e5648f9a0dd25ac6c40d77e&w=201&s=70e7208030b978d16ad6a8d569549bc7,,2000,g,2025-04-18
Coop,Fruit Dippies*,25,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F734fe614b53e31ff1142142c80cb68ca%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F47192ebcbc8aec1dbb897974dbf9ce26&w=552&s=525678141f2c3523a0c6e69c1344f39d,,100,g,2025-04-18
Coop,365 økologiske Kammerjunkere*,15,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F59046582516ffe287f863e84d5f93e18&w=252&s=57d8a892acb15792f3c680b605033844,,250,g,2025-04-18
Coop,Axa müsli,29,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F9a2cca20c2922e98896fe9f9f843911c%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Faef7d7844964b7a5aee71441770b3a03&w=252&s=400b38c60c314e829e61a1e2f092cd49,,750,g,2025-04-18
Coop,Sæby tun*,12,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F2e8c7497a2ac1513a797ea4a3d6b75ff%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F3ccb3201a19c42731ae47f8a8f5fcc7b&w=252&s=d2b088025b93fd09b401ea27bd31dd18,,105,g,2025-04-18
Coop,Knorr sauce*,14,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F70a4185f75b12ad5fc004e861984f83e%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F89bba1382f1cbb1f1c70bb6252a6f5a6%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F279a19a8e4597c3b667f8db777c22cf8&w=252&s=a32a23d16e4ecbbf7557a2e80d1d624b,,57-102,g,2025-04-18
Coop,Bønner*,8,,https://image-transformer-api.tjek.com/?_id=v2.6&h=631&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fb6d59171b5a5cd2c493fdb56d202f9b8%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc822c968452b12bcdec4d8bb116cbc66&w=552&s=b59eba14a83c57de9e25b29ef4922a70,,230-390,g,2025-04-18
Coop,Frø eller kerner*,10,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F316c24eb6c928baf5badb702db0ba80b%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd9f766132c5e1016c534fb8ceee50ece%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F0c159a3927a82c4d325f196402bda411&w=552&s=d08665c8409f207e9d9359294b77d222,,30-400,g,2025-04-18
Coop,Ranchers cut,12,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5bf92a20ee7dc4dfd6c4fcdd95488590%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc36eef1dd05ffd888edc776ad2f8f879%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F7a66981d90912bedfbc9d8acdaaaa209&w=252&s=2723a07309e6b3b8e3ee5357fb3529d3,,175,g,2025-04-18
Coop,Chokoflager,16,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fb32054302b58740a5d9f4223ec265c2e&w=252&s=9b9b62587499b6173e563ec9997e81e9,,300,g,2025-04-18
Coop,Sandwich eller wraps,18,,https://image-transformer-api.tjek.com/?_id=v2.6&h=631&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1ee2351715eb958580396a53056f2565%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F8c51248f905d75b0a2eb144e5358e1e1%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F624cd099eecb67bf9f43b231f5ce5464%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd5c8ad887497ea3feadf160cdec268de&w=552&s=9176b2fb426d948d5256335f967f19d9,,170-190,g,2025-04-18
Coop,Coop Skæreost,49,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffadbcfdd7ef432ae9e789313c7eaedff&w=552&s=306dc788f58dcb4a89311bbf0d8ae683,,423,g,2025-04-18
