Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Date of update,Name Cleaned
Rema1000,"LETMÆLK 1,5% FEDT",12.50,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20494/image/1714060668/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk , fedt"
Rema1000,"SØDMÆLK 3,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20100/image/1686129707/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"sødmælk ,"
Rema1000,SKUMMETMÆLK,11.50,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21096/image/1714060743/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,skummetmælk
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21497/image/1718021967/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,"
Rema1000,"MINIMÆLK 0,4%",16.25,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21476/image/1664367154/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,"
Rema1000,"LETMÆLK 1,5%",14.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20500/image/1686129856/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,"
Rema1000,"LETMÆLK 1,5%",14.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21499/image/1718025568/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,"
Rema1000,"MINIMÆLK 0,4%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21480/image/1686129785/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,"
Rema1000,"SKUMMETMÆLK 0,1%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21513/image/1718025569/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"skummetmælk ,"
Rema1000,"LETMÆLK 1,5%",17.50,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21474/image/1658498463/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,"
Rema1000,"SØDMÆLK 3,5%",16.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20129/image/1738075788/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"sødmælk ,"
Rema1000,"SØDMÆLK 3,5%",18.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21479/image/1658498506/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"sødmælk ,"
Rema1000,"LETMÆLK 1,5%",15.50,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20025/image/1738075717/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"letmælk ,"
Rema1000,LETMÆLK,3.95,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20758/image/1665038726/170.jpg,https://shop.rema1000.dk/mejeri,250,ML.,,2025-04-27,letmælk
Rema1000,"KÆRNEMÆLK 0,3%",13.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21200/image/1633010975/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"kærnemælk ,"
Rema1000,"SØDMÆLK 3,5%",8.25,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20302/image/1641377940/170.jpg,https://shop.rema1000.dk/mejeri,0.5,LTR.,,2025-04-27,"sødmælk ,"
Rema1000,"MINIMÆLK 0,4%",14.75,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20020/image/1738075678/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"minimælk ,"
Rema1000,MINIMÆLK,4.25,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21488/image/1665038773/170.jpg,https://shop.rema1000.dk/mejeri,250,ML.,,2025-04-27,minimælk
Rema1000,"SØDMÆLK 3,5%",16.50,MÆLK M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21510/image/1718025568/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"sødmælk ,"
Rema1000,RISDESSERT,7.50,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24271/image/1658139586/170.jpg,https://shop.rema1000.dk/mejeri,175,GR.,,2025-04-27,risdessert
Rema1000,CHOKO DESSERT,5.95,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26515/image/1618232716/170.jpg,https://shop.rema1000.dk/mejeri,115,GR.,,2025-04-27,choko dessert
Rema1000,CITRON FROMAGE,7.95,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24227/image/1654001045/170.jpg,https://shop.rema1000.dk/mejeri,100,GR.,,2025-04-27,citron fromage
Rema1000,MÆLKESNITTE,3.95,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26889/image/1719415567/170.jpg,https://shop.rema1000.dk/mejeri,28,GR.,,2025-04-27,mælkesnitte
Rema1000,MÆLKESNITTE,5.00,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26888/image/1719415592/170.jpg,https://shop.rema1000.dk/mejeri,30,GR.,,2025-04-27,mælkesnitte
Rema1000,TIRAMISÙ,13.95,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26518/image/1618232716/170.jpg,https://shop.rema1000.dk/mejeri,180,GR.,,2025-04-27,tiramisù
Rema1000,KINDER,24.95,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26991/image/1728386510/170.jpg,https://shop.rema1000.dk/mejeri,140,GR.,,2025-04-27,kinder
Rema1000,PROTEIN BUDDING,14.95,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24170/image/1676039580/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,protein budding
Rema1000,VANILJESAUCE,16.95,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26815/image/1683707599/170.jpg,https://shop.rema1000.dk/mejeri,0.5,LTR.,,2025-04-27,vaniljesauce
Rema1000,PROTEIN MOUSSE,14.95,MÆLKESNITTE/DESSERT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24172/image/1739355842/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,protein mousse
Rema1000,LURPAK SMØRBAR,31.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25506/image/1618232707/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,lurpak smørbar
Rema1000,LURPAK SMØR,31.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25511/image/1618232708/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,lurpak smør
Rema1000,NEM & SMØRBAR,16.50,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25750/image/1715864587/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,nem & smørbar
Rema1000,LURPAK PLANTEBASERET,23.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25516/image/1719312342/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,lurpak plantebaseret
Rema1000,KÆRGÅRDEN SMØRBAR,27.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25847/image/1667556267/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,kærgården smørbar
Rema1000,SMØR,21.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25751/image/1742563281/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,smør
Rema1000,BAKKEDAL,22.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25739/image/1661162344/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,bakkedal
Rema1000,SMØRBAR,18.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25736/image/1727686373/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,smørbar
Rema1000,BECEL SMØRBAR,18.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/232111/image/1693228940/170.jpg,https://shop.rema1000.dk/mejeri,250,GR.,,2025-04-27,becel smørbar
Rema1000,SMØR,28.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21649/image/1718023089/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,smør
Rema1000,KÆRGÅRDEN SMØRBAR,20.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25830/image/1713950597/170.jpg,https://shop.rema1000.dk/mejeri,125,GR.,,2025-04-27,kærgården smørbar
Rema1000,KÆRGÅRDEN SMØRBAR,27.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25845/image/1667556292/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,kærgården smørbar
Rema1000,KÆRGÅRDEN SMØRBAR,30.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21646/image/1667556324/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,kærgården smørbar
Rema1000,SMØRBAR BLOK,18.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20062/image/1719418765/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,smørbar blok
Rema1000,LURPAK SMØR,31.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25601/image/1621503274/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,lurpak smør
Rema1000,ARLA SMØR,34.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/25748/image/1666183277/170.jpg,https://shop.rema1000.dk/mejeri,250,GR.,,2025-04-27,arla smør
Rema1000,SVINEFEDT,24.95,SMØR & FEDTSTOFFER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/232125/image/1618570610/170.jpg,https://shop.rema1000.dk/mejeri,500,GR.,,2025-04-27,svinefedt
Rema1000,CREME FRAICHE 18%,20.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23420/image/1686733354/170.jpg,https://shop.rema1000.dk/mejeri,500,GR.,,2025-04-27,creme fraiche
Rema1000,FRAICHE 9%,18.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21930/image/1687170618/170.jpg,https://shop.rema1000.dk/mejeri,500,GR.,,2025-04-27,fraiche
Rema1000,CREMEFRAICHE 18%,12.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23418/image/1676978547/170.jpg,https://shop.rema1000.dk/mejeri,250,GR.,,2025-04-27,cremefraiche
Rema1000,KEFIR NATUREL,17.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23815/image/1738076680/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,kefir naturel
Rema1000,"A38 YMER 3,5%",22.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22055/image/1718021970/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,"a ymer ,"
Rema1000,"A38 NATUREL 0,4%",19.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22006/image/1720609668/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,"a naturel ,"
Rema1000,SKYR NATUREL,25.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23400/image/1713176447/170.jpg,https://shop.rema1000.dk/mejeri,1000,GR.,,2025-04-27,skyr naturel
Rema1000,FRAICHE 13%,12.50,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21937/image/1745583806/170.jpg,https://shop.rema1000.dk/mejeri,200,GR.,,2025-04-27,fraiche
Rema1000,TYKMÆLK,16.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22032/image/1618232661/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,tykmælk
Rema1000,"A38 NATUREL 1,5%",19.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22084/image/1720609708/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,"a naturel ,"
Rema1000,FRAICHE 9%,14.50,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20369/image/1739194435/170.jpg,https://shop.rema1000.dk/mejeri,190,GR.,,2025-04-27,fraiche
Rema1000,JORBÆR,13.25,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23809/image/1731930169/170.jpg,https://shop.rema1000.dk/mejeri,450,GR.,,2025-04-27,jorbær
Rema1000,NATUREL,12.50,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23808/image/1731938297/170.jpg,https://shop.rema1000.dk/mejeri,450,GR.,,2025-04-27,naturel
Rema1000,SKYR NATUREL,15.00,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20387/image/1739873320/170.jpg,https://shop.rema1000.dk/mejeri,450,GR.,,2025-04-27,skyr naturel
Rema1000,SKYR VANILJE,15.00,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20385/image/1739873247/170.jpg,https://shop.rema1000.dk/mejeri,450,GR.,,2025-04-27,skyr vanilje
Rema1000,"A38 HINDBÆR 0,4%",19.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22015/image/1720609685/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,"a hindbær ,"
Rema1000,"TYKMÆLK 3,5%",20.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22031/image/1737980011/170.jpg,https://shop.rema1000.dk/mejeri,1000,GR.,,2025-04-27,"tykmælk ,"
Rema1000,CREME FRAICHE 38%,16.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20370/image/1739194397/170.jpg,https://shop.rema1000.dk/mejeri,190,GR.,,2025-04-27,creme fraiche
Rema1000,KEFIR VANILJE,19.95,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/23816/image/1738076719/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,kefir vanilje
Rema1000,SKYR HINDBÆR,15.00,SYRNEDE PRODUKTER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20386/image/1739873275/170.jpg,https://shop.rema1000.dk/mejeri,450,GR.,,2025-04-27,skyr hindbær
Rema1000,PÆRE/BANAN YOGHURT,17.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22237/image/1697449495/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,pærebanan yoghurt
Rema1000,PÆRE & BANAN YOGHURT,21.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22251/image/1667558923/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,pære & banan yoghurt
Rema1000,JORDBÆR YOGHURT,17.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22239/image/1697449904/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,jordbær yoghurt
Rema1000,"JORDBÆR YOGHURT 1,4%",21.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22260/image/1667556944/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,"jordbær yoghurt ,"
Rema1000,VANILJE,32.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24015/image/1664273976/170.jpg,https://shop.rema1000.dk/mejeri,1000,GR.,,2025-04-27,vanilje
Rema1000,DANONINO,6.00,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24212/image/1714058922/170.jpg,https://shop.rema1000.dk/mejeri,70,GR.,,2025-04-27,danonino
Rema1000,"PÆRE & BANAN 0,4%",23.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21569/image/1725436038/170.jpg,https://shop.rema1000.dk/mejeri,1,LTR.,,2025-04-27,"pære & banan ,"
Rema1000,PEACH MELBA YOGHURT,17.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22233/image/1697448164/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,peach melba yoghurt
Rema1000,GRÆSK YOGHURT 10%,17.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/413292/image/1623773963/170.jpg,https://shop.rema1000.dk/mejeri,400,GR.,,2025-04-27,græsk yoghurt
Rema1000,"KIRSEBÆR YOGHURT 1,3%",21.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/20426/image/1695980052/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,"kirsebær yoghurt ,"
Rema1000,YOGGI VANILJE,10.50,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26840/image/1665039267/170.jpg,https://shop.rema1000.dk/mejeri,166,GR.,,2025-04-27,yoggi vanilje
Rema1000,VANILJE,22.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22823/image/1662387574/170.jpg,https://shop.rema1000.dk/mejeri,1000,GR.,,2025-04-27,vanilje
Rema1000,GRÆSK YOGHURT 10%,32.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/413282/image/1618576340/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,græsk yoghurt
Rema1000,APPELSIN YOGHURT,17.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22234/image/1697536550/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,appelsin yoghurt
Rema1000,JORDBÆR,6.25,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22428/image/1720700367/170.jpg,https://shop.rema1000.dk/mejeri,150,GR.,,2025-04-27,jordbær
Rema1000,NATUREL YOGHURT,16.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22218/image/1667556744/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,naturel yoghurt
Rema1000,"NATUREL YOGHURT 0,5%",19.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/21567/image/1725436083/170.jpg,https://shop.rema1000.dk/mejeri,1,KG.,,2025-04-27,"naturel yoghurt ,"
Rema1000,YOGGI APPELSIN,10.50,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/26838/image/1665039327/170.jpg,https://shop.rema1000.dk/mejeri,166,GR.,,2025-04-27,yoggi appelsin
Rema1000,PÆRE/BANAN,6.25,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/22427/image/1720700367/170.jpg,https://shop.rema1000.dk/mejeri,150,GR.,,2025-04-27,pærebanan
Rema1000,DANONINO MIX,16.95,YOGHURT M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/24215/image/1710426427/170.jpg,https://shop.rema1000.dk/mejeri,300,GR.,,2025-04-27,danonino mix
Rema1000,SKRABEÆG,29.50,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/224233/image/1739436119/170.jpg,https://shop.rema1000.dk/mejeri,10,STK.,,2025-04-27,skrabeæg
Rema1000,ØKOLOGISKE ÆG,29.50,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/220017/image/1618570552/170.jpg,https://shop.rema1000.dk/mejeri,8,STK.,,2025-04-27,æg
Rema1000,SKRABEÆG,37.95,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/220032/image/1619003851/170.jpg,https://shop.rema1000.dk/mejeri,15,STK.,,2025-04-27,skrabeæg
Rema1000,FRILANDSÆG,21.25,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/224242/image/1624285238/170.jpg,https://shop.rema1000.dk/mejeri,6,STK.,,2025-04-27,frilandsæg
Rema1000,ØKOLOGISKE ÆG,36.95,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/225515/image/1618570558/170.jpg,https://shop.rema1000.dk/mejeri,10,STK.,,2025-04-27,æg
Rema1000,FRILANDS BRUNCHÆG,15.95,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/224232/image/1624360848/170.jpg,https://shop.rema1000.dk/mejeri,4,STK.,,2025-04-27,frilands brunchæg
Rema1000,ÆGGESTAND,11.95,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/225533/image/1623758102/170.jpg,https://shop.rema1000.dk/mejeri,125,GR.,,2025-04-27,æggestand
Rema1000,ÆGGEBLOMMER,19.95,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/220043/image/1732432804/170.jpg,https://shop.rema1000.dk/mejeri,230,GR.,,2025-04-27,æggeblommer
Rema1000,ÆGGEHVIDER,19.95,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/220039/image/1730454668/170.jpg,https://shop.rema1000.dk/mejeri,230,GR.,,2025-04-27,æggehvider
Rema1000,SLOTSÆG,20.00,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/220018/image/1618570552/170.jpg,https://shop.rema1000.dk/mejeri,6,STK.,,2025-04-27,slotsæg
Rema1000,LIVSKRAFT SKRABEÆG,29.50,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/224239/image/1618570557/170.jpg,https://shop.rema1000.dk/mejeri,8,STK.,,2025-04-27,livskraft skrabeæg
Rema1000,HELÆG,16.95,ÆG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/225534/image/1715678418/170.jpg,https://shop.rema1000.dk/mejeri,180,GR.,,2025-04-27,helæg
Rema1000,SUN LOLLY,20.00,FRYS-SELV-IS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11061/image/1678800093/170.jpg,https://shop.rema1000.dk/kolonial,480,ML.,,2025-04-27,sun lolly
Rema1000,SUN LOLLY,20.00,FRYS-SELV-IS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/10883/image/1678977214/170.jpg,https://shop.rema1000.dk/kolonial,480,ML.,,2025-04-27,sun lolly
Rema1000,SUN LOLLY,20.00,FRYS-SELV-IS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11065/image/1678800023/170.jpg,https://shop.rema1000.dk/kolonial,480,ML.,,2025-04-27,sun lolly
Rema1000,SUN LOLLY,20.00,FRYS-SELV-IS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11062/image/1678800051/170.jpg,https://shop.rema1000.dk/kolonial,480,ML.,,2025-04-27,sun lolly
Rema1000,SUN LOLLY,20.00,FRYS-SELV-IS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11352/image/1710844129/170.jpg,https://shop.rema1000.dk/kolonial,480,ML.,,2025-04-27,sun lolly
Rema1000,SUN LOLLY,15.00,FRYS-SELV-IS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11448/image/1744726758/170.jpg,https://shop.rema1000.dk/kolonial,480,ML.,,2025-04-27,sun lolly
Rema1000,SUN LOLLY,15.00,FRYS-SELV-IS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/11447/image/1744726802/170.jpg,https://shop.rema1000.dk/kolonial,480,ML.,,2025-04-27,sun lolly
Rema1000,GL. FLÆSKESVÆR,7.50,CHIPS OG SNACKS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/79092/image/1618240350/170.jpg,https://shop.rema1000.dk/kolonial,50,GR.,,2025-04-27,gl flæskesvær
Rema1000,POPCORN,6.95,CHIPS OG SNACKS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/79030/image/1618240349/170.jpg,https://shop.rema1000.dk/kolonial,100,GR.,,2025-04-27,popcorn
Rema1000,FRANSKE KARTOFLER,10.50,CHIPS OG SNACKS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/77983/image/1745491371/170.jpg,https://shop.rema1000.dk/kolonial,250,GR.,,2025-04-27,franske kartofler
Rema1000,PEANUTS,9.25,CHIPS OG SNACKS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/79082/image/1618240349/170.jpg,https://shop.rema1000.dk/kolonial,250,GR.,,2025-04-27,peanuts
Rema1000,OSTEREJER,9.95,CHIPS OG SNACKS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/77993/image/1701078781/170.jpg,https://shop.rema1000.dk/kolonial,175,GR.,,2025-04-27,osterejer
Rema1000,MIKROOVN POPCORN,8.95,CHIPS OG SNACKS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/79018/image/1618240348/170.jpg,https://shop.rema1000.dk/kolonial,300,GR.,,2025-04-27,mikroovn popcorn
Rema1000,HOLIDAY DIPMIX,4.25,CHIPS OG SNACKS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/70168/image/1618240134/170.jpg,https://shop.rema1000.dk/kolonial,16,GR.,,2025-04-27,holiday dipmix
Rema1000,SOUR CREAM & ONION,11.50,CHIPS OG SNACKS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/77985/image/1744622112/170.jpg,https://shop.rema1000.dk/kolonial,250,GR.,,2025-04-27,sour cream & onion
Rema1000,SALTSTÆNGER,5.25,CHIPS OG SNACKS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/71748/image/1699883530/170.jpg,https://shop.rema1000.dk/kolonial,200,GR.,,2025-04-27,saltstænger
Rema1000,ORIGINAL,22.95,CHIPS OG SNACKS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/70190/image/1632405422/170.jpg,https://shop.rema1000.dk/kolonial,175,GR.,,2025-04-27,original
Rema1000,BACON SNACKS,11.95,CHIPS OG SNACKS,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/77994/image/1618240341/170.jpg,https://shop.rema1000.dk/kolonial,175,GR.,,2025-04-27,bacon snacks
