Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Date of update,Name Cleaned
Rema1000,PERSILLE,9.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306712/image/1726664885/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,persille
Rema1000,ØKO. BASILIKUM,15.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306783/image/1726665092/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,basilikum
Rema1000,KARSE,7.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306720/image/1618572795/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,karse
Rema1000,DILD,9.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306706/image/1726664787/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,dild
Rema1000,ØKO. INGEFÆR,14.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306880/image/1683641366/170.jpg,https://shop.rema1000.dk/frugt-gront,200,GR.,,2025-04-27,ingefær
Rema1000,ØKO. TIMIAN,15.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306794/image/1726665770/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,timian
Rema1000,ØKO. KORIANDER,15.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306786/image/1726665475/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,koriander
Rema1000,ØKO. CHILI MIX,14.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306395/image/1732200463/170.jpg,https://shop.rema1000.dk/frugt-gront,70,GR.,,2025-04-27,chili mix
Rema1000,ØKO. ROSMARIN,15.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306793/image/1726665711/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,rosmarin
Rema1000,ØKO. MYNTE,15.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306792/image/1726665663/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,mynte
Rema1000,ØKO. PERSILLE,15.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306715/image/1726664938/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,persille
Rema1000,ØKO. PERSILLE BREDBL.,15.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306719/image/1726664993/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,persille bredbl
Rema1000,ØKO. ESTRAGON,15.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306790/image/1726665532/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,estragon
Rema1000,ØKO. GURKEMEJEROD,13.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306878/image/1684244250/170.jpg,https://shop.rema1000.dk/frugt-gront,50,GR.,,2025-04-27,gurkemejerod
Rema1000,ØKO. OREGANO,15.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306791/image/1726665581/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,oregano
Rema1000,ØKO. BRØNDKARSE,15.00,KRYDDERURTER & SMAGSFORSTÆRKERE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306780/image/1738061169/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,brøndkarse
Rema1000,GULERØDDER,11.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306520/image/1726578050/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,,2025-04-27,gulerødder
Rema1000,ØKO. GULERØDDER,1.13,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306575/image/1618572779/170.jpg,https://shop.rema1000.dk/frugt-gront,0.08,KG.,,2025-04-27,gulerødder
Rema1000,PORRER,6.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306600/image/1618572781/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,porrer
Rema1000,ØKO. GULERØDDER,14.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306570/image/1726578284/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,,2025-04-27,gulerødder
Rema1000,ØKO. SNACK GULERØDDER,8.50,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306542/image/1726578149/170.jpg,https://shop.rema1000.dk/frugt-gront,200,GR.,,2025-04-27,snack gulerødder
Rema1000,BROCCOLI,14.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306300/image/1618572762/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,broccoli
Rema1000,MAJS,9.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306468/image/1618572773/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,majs
Rema1000,ØKO. BROCCOLI,17.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306325/image/1635852918/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,broccoli
Rema1000,ØKO. PASTINAKKER,1.88,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306639/image/1618572785/170.jpg,https://shop.rema1000.dk/frugt-gront,0.13,KG.,,2025-04-27,pastinakker
Rema1000,MINI GULERØDDER,5.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306549/image/1738933725/170.jpg,https://shop.rema1000.dk/frugt-gront,500,GR.,,2025-04-27,mini gulerødder
Rema1000,ØKO. MINI GULERØDDER,6.50,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306548/image/1676450505/170.jpg,https://shop.rema1000.dk/frugt-gront,500,GR.,,2025-04-27,mini gulerødder
Rema1000,ØKO. RØDBEDER,1.50,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306648/image/1618572786/170.jpg,https://shop.rema1000.dk/frugt-gront,0.1,KG.,,2025-04-27,rødbeder
Rema1000,ØKO. JORDSKOKKER,1.50,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306642/image/1618572785/170.jpg,https://shop.rema1000.dk/frugt-gront,0.1,KG.,,2025-04-27,jordskokker
Rema1000,ØKO. BLOMKÅL,20.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306270/image/1618572761/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,blomkål
Rema1000,BØNNER,14.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306829/image/1737099112/170.jpg,https://shop.rema1000.dk/frugt-gront,150,GR.,,2025-04-27,bønner
Rema1000,AUBERGINE,10.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306872/image/1618572808/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,aubergine
Rema1000,FENNIKEL,11.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306676/image/1618572790/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,fennikel
Rema1000,ØKO. RØDBEDER,13.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306645/image/1726664664/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,,2025-04-27,rødbeder
Rema1000,PERSILLERØDDER,13.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306604/image/1723553853/170.jpg,https://shop.rema1000.dk/frugt-gront,750,GR.,,2025-04-27,persillerødder
Rema1000,"SELLERI "" VEJ SELV """,16.00,GROV GRØNT,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306622/image/1618572783/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,,2025-04-27,selleri vej selv
Rema1000,SPIDSKÅL,15.00,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306594/image/1618572781/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,spidskål
Rema1000,ØKO. SPIDSKÅL,18.00,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306618/image/1618572782/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,spidskål
Rema1000,ROSENKÅL,16.00,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306660/image/1618572787/170.jpg,https://shop.rema1000.dk/frugt-gront,400,GR.,,2025-04-27,rosenkål
Rema1000,BLOMKÅL,16.00,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306255/image/1618572760/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,blomkål
Rema1000,PAK CHOI,16.00,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306582/image/1618572780/170.jpg,https://shop.rema1000.dk/frugt-gront,300,GR.,,2025-04-27,pak choi
Rema1000,KINAKÅL,18.00,KÅL,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306199/image/1674553855/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,kinakål
Rema1000,LØSE KARTOFLER,0.70,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306919/image/1618572815/170.jpg,https://shop.rema1000.dk/frugt-gront,0.07,KG.,,2025-04-27,løse kartofler
Rema1000,NYE UDL. KARTOFLER,15.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306909/image/1741183985/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,,2025-04-27,nye udl kartofler
Rema1000,LØG,12.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306960/image/1727272956/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,,2025-04-27,løg
Rema1000,RØDLØG,8.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306958/image/1727272996/170.jpg,https://shop.rema1000.dk/frugt-gront,500,GR.,,2025-04-27,rødløg
Rema1000,KARTOFLER,8.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306983/image/1737632083/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,,2025-04-27,kartofler
Rema1000,HVIDLØG I NET,6.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306890/image/1618572811/170.jpg,https://shop.rema1000.dk/frugt-gront,90,GR.,,2025-04-27,hvidløg i net
Rema1000,ØKO. KARTOFLER,18.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306984/image/1742397748/170.jpg,https://shop.rema1000.dk/frugt-gront,1,KG.,,2025-04-27,kartofler
Rema1000,VILDMOSE KARTOFLER,24.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306907/image/1727184082/170.jpg,https://shop.rema1000.dk/frugt-gront,2,KG.,,2025-04-27,vildmose kartofler
Rema1000,BAGEKARTOFLER,20.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306916/image/1725608896/170.jpg,https://shop.rema1000.dk/frugt-gront,1.5,KG.,,2025-04-27,bagekartofler
Rema1000,NYE UDL. KARTOFLER,10.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306945/image/1618572819/170.jpg,https://shop.rema1000.dk/frugt-gront,650,GR.,,2025-04-27,nye udl kartofler
Rema1000,ØKO. HVIDLØG,5.50,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306950/image/1618572819/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,hvidløg
Rema1000,"KARTOFLER, SMÅ",12.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306941/image/1743082056/170.jpg,https://shop.rema1000.dk/frugt-gront,650,GR.,,2025-04-27,"kartofler, små"
Rema1000,ØKO. LØG,12.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306968/image/1618572821/170.jpg,https://shop.rema1000.dk/frugt-gront,750,GR.,,2025-04-27,løg
Rema1000,ASPARGES KARTOFLER,15.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306913/image/1725608850/170.jpg,https://shop.rema1000.dk/frugt-gront,650,GR.,,2025-04-27,asparges kartofler
Rema1000,SØDE KARTOFLER,14.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306896/image/1643874722/170.jpg,https://shop.rema1000.dk/frugt-gront,500,GR.,,2025-04-27,søde kartofler
Rema1000,LAMMEFJORDS KART.,18.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306934/image/1727100717/170.jpg,https://shop.rema1000.dk/frugt-gront,1.5,KG.,,2025-04-27,lammefjords kart
Rema1000,ØKO. SMÅ KARTOFLER,16.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306944/image/1741183880/170.jpg,https://shop.rema1000.dk/frugt-gront,650,GR.,,2025-04-27,små kartofler
Rema1000,SKRÆLLE KARTOFLER,20.00,KARTOFLER & LØG,N/A,https://shop.rema1000.dk/frugt-gront,2,KG.,,2025-04-27,skrælle kartofler
Rema1000,SKALOTTELØG,8.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306977/image/1618572823/170.jpg,https://shop.rema1000.dk/frugt-gront,200,GR.,,2025-04-27,skalotteløg
Rema1000,NYE KARTOFLER,15.00,KARTOFLER & LØG,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/306992/image/1745410849/170.jpg,https://shop.rema1000.dk/frugt-gront,1,STK.,,2025-04-27,nye kartofler
Rema1000,LAKSE- & TORSKEFARS,34.95,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440069/image/1743764242/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,lakse & torskefars
Rema1000,DANSKE RØDSPÆTTEFILETER,39.00,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440066/image/1682943860/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,225,GR.,,2025-04-27,rødspættefileter
Rema1000,FINTHAKKET FISKEFARS,34.95,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440068/image/1730211872/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,finthakket fiskefars
Rema1000,FERSK MØRKSEJFILET,30.00,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440114/image/1660831622/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,250,GR.,,2025-04-27,mørksejfilet
Rema1000,SUSHI 9 STK BOX,20.00,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440272/image/1726058362/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,200,GR.,,2025-04-27,sushi stk box
Rema1000,LAKSEFILETER,39.00,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440065/image/1723205104/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,225,GR.,,2025-04-27,laksefileter
Rema1000,FISKEFRIKADELLER,20.00,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440070/image/1728392494/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,320,GR.,,2025-04-27,fiskefrikadeller
Rema1000,FISKEFRIKADELLER,20.00,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440072/image/1728392504/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,200,GR.,,2025-04-27,fiskefrikadeller
Rema1000,TORSKEFILETER,39.00,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440059/image/1684836798/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,225,GR.,,2025-04-27,torskefileter
Rema1000,MØRKSEJ LOINS,59.00,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440097/image/1618576430/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,mørksej loins
Rema1000,HELE RØDSPÆTTER,39.00,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440075/image/1720013898/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,475,GR.,,2025-04-27,hele rødspætter
Rema1000,LAKSEFILET,94.95,FISK & SKALDYR,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/440047/image/1682943917/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,laksefilet
Rema1000,HK. GRIS & KALV 8-12%,39.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400552/image/1712242351/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,500,GR.,,2025-04-27,hk gris & kalv
Rema1000,"HK. OKSEKØD, 35% GRØNT",20.00,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400466/image/1726574070/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,"hk oksekød, grønt"
Rema1000,HK. OKSEKØD 15-18%,47.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400176/image/1726058682/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,hk oksekød
Rema1000,HK. OKSEKØD 8-12%,49.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400171/image/1726058659/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,hk oksekød
Rema1000,HK. OKSEKØD 4-7%,51.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400167/image/1726058648/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,350,GR.,,2025-04-27,hk oksekød
Rema1000,HK. KYLLINGEKØD 7-10%,34.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404899/image/1744206070/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,hk kyllingekød
Rema1000,HK. GRISEKØD 8-12%,20.00,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400546/image/1712931599/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,500,GR.,,2025-04-27,hk grisekød
Rema1000,HK. GRISEKØD 8-12%,35.00,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/401001/image/1712243993/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,hk grisekød
Rema1000,HK. SKINKEKØD 4-7%,39.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/401002/image/1712240979/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,hk skinkekød
Rema1000,HK. KYLLINGEKØD 4-7%,49.00,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404898/image/1734019924/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,800,GR.,,2025-04-27,hk kyllingekød
Rema1000,HK. OKSE 8-12%,59.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400180/image/1695373566/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,hk okse
Rema1000,HK. GRIS & KALV 4-7%,39.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400554/image/1713436586/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,hk gris & kalv
Rema1000,ØKO HK. GRIS & OKSE,46.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400567/image/1663235618/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,350,GR.,,2025-04-27,hk gris & okse
Rema1000,HK. OKSEKØD 8-12%,99.90,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400172/image/1726058670/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,800,GR.,,2025-04-27,hk oksekød
Rema1000,HK. OKSEKØD 4-7%,59.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400179/image/1668776619/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,350,GR.,,2025-04-27,hk oksekød
Rema1000,"HK. OKSEKØD, 50% GRØNT",34.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400467/image/1726583822/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,"hk oksekød, grønt"
Rema1000,HK. KYLLINGEKØD 4-7%,37.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404900/image/1712755232/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,hk kyllingekød
Rema1000,ØKO HK. GRISEKØD 8-12%,46.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400556/image/1691400080/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,350,GR.,,2025-04-27,hk grisekød
Rema1000,HAKKET KØDKVÆG 8-12%,34.95,HAKKET KØD,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/400151/image/1708955657/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,250,GR.,,2025-04-27,hakket kødkvæg
Rema1000,KYLLINGEBRYSTFILET,39.95,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404995/image/1745496075/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,450,GR.,,2025-04-27,kyllingebrystfilet
Rema1000,KYLLINGEBRYSTFILET,36.95,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404997/image/1719926033/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,280,GR.,,2025-04-27,kyllingebrystfilet
Rema1000,KYLLINGEBRYSTFILET,49.00,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/405005/image/1743691185/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,650,GR.,,2025-04-27,kyllingebrystfilet
Rema1000,HEL KYLLING,59.95,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404969/image/1667403627/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,1350,GR.,,2025-04-27,hel kylling
Rema1000,KYLLINGEINDERFILET,34.95,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404994/image/1712243995/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,300,GR.,,2025-04-27,kyllingeinderfilet
Rema1000,KYLLINGEBRYST I TERN,32.95,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404926/image/1744206099/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,250,GR.,,2025-04-27,kyllingebryst i tern
Rema1000,KYLLINGEUNDERLÅR,20.00,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404983/image/1743166222/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,700,GR.,,2025-04-27,kyllingeunderlår
Rema1000,KYLLINGEINDERFILET,49.00,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/405008/image/1741697868/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,600,GR.,,2025-04-27,kyllingeinderfilet
Rema1000,KYLLINGELÅRFILET,32.95,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404903/image/1733412129/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,400,GR.,,2025-04-27,kyllingelårfilet
Rema1000,KYLLINGEOVERLÅR,20.00,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404982/image/1743166195/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,800,GR.,,2025-04-27,kyllingeoverlår
Rema1000,KYLLINGESPYD MED BBQ,32.95,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404918/image/1737380215/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,230,GR.,,2025-04-27,kyllingespyd med bbq
Rema1000,KYLLINGEBRYST M. BBQ,37.95,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404954/image/1712755232/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,325,GR.,,2025-04-27,kyllingebryst m bbq
Rema1000,KYLLINGELÅR M. BBQ,35.00,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404961/image/1742831607/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,800,GR.,,2025-04-27,kyllingelår m bbq
Rema1000,KYLLINGE LÅRSTEAK,32.95,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404916/image/1734019939/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,350,GR.,,2025-04-27,kyllinge lårsteak
Rema1000,LÅR M. HAVSALT & PEBER,35.00,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404966/image/1743679619/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,825,GR.,,2025-04-27,lår m havsalt & peber
Rema1000,KYLLINGEBRYST 180-320G,36.95,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404891/image/1713521728/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,180,GR.,,2025-04-27,kyllingebryst g
Rema1000,HELE KYLLINGELÅR 475-620G,36.95,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404892/image/1712755230/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,475,GR.,,2025-04-27,hele kyllingelår g
Rema1000,DANSK ØKO KYLLING,149.00,KYLLING,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/404943/image/1699522527/170.jpg,https://shop.rema1000.dk/kod-fisk-fjerkrae,1100,GR.,,2025-04-27,kylling
